Index,Name,R DMX,G DMX,B DMX,W DMX,A DMX,sR,sG,sB,Brightness,Brightness Name,Color Group,Category,Temperature
656,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),170,170,85,85,255,255,255,127,255,Full,yellow,warm,warm
665,R=170 (Mid) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=0 (Off),170,170,170,0,0,170,170,170,170,Mid,white,neutral,neutral
666,R=170 (Mid) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=85 (Dim),170,170,170,0,85,212,201,170,170,Mid,magenta,cool,neutral
667,R=170 (Mid) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=170 (Mid),170,170,170,0,170,255,233,170,255,Full,red,warm,warm
668,R=170 (Mid) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=255 (Full),170,170,170,0,255,255,255,170,255,Full,yellow,warm,warm
681,R=170 (Mid) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=0 (Off),170,170,255,0,0,170,170,255,170,Mid,blue,cool,cool
682,R=170 (Mid) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=85 (Dim),170,170,255,0,85,212,201,255,170,Mid,pastel cyan,cool,neutral
683,R=170 (Mid) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=170 (Mid),170,170,255,0,170,255,233,255,255,Full,white,neutral,neutral
684,R=170 (Mid) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=255 (Full),170,170,255,0,255,255,255,255,255,Full,white,neutral,neutral
697,R=170 (Mid) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=0 (Off),170,255,0,0,0,170,255,0,170,Mid,yellow-green,warm,very-warm
698,R=170 (Mid) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=85 (Dim),170,255,0,0,85,212,255,0,255,Full,yellow-green,warm,very-warm
699,R=170 (Mid) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=170 (Mid),170,255,0,0,170,255,255,0,255,Full,yellow,warm,very-warm
700,R=170 (Mid) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=255 (Full),170,255,0,0,255,255,255,0,255,Full,yellow,warm,very-warm
713,R=170 (Mid) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=0 (Off),170,255,85,0,0,170,255,85,170,Mid,yellow-green,warm,warm
714,R=170 (Mid) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),170,255,85,0,85,212,255,85,255,Full,yellow-green,warm,warm
715,R=170 (Mid) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),170,255,85,0,170,255,255,85,255,Full,yellow,warm,warm
716,R=170 (Mid) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=255 (Full),170,255,85,0,255,255,255,85,255,Full,yellow,warm,warm
769,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=0 (Off),255,0,0,170,0,255,85,85,170,Mid,red,warm,warm
770,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),255,0,0,170,85,255,116,85,170,Mid,red,warm,warm
771,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),255,0,0,170,170,255,148,85,170,Mid,red-orange,warm,warm
772,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=255 (Full),255,0,0,170,255,255,180,85,170,Mid,orange,warm,warm
773,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=0 (Off),255,0,0,255,0,255,127,127,170,Mid,red,warm,warm
774,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=85 (Dim),255,0,0,255,85,255,159,127,170,Mid,red,warm,warm
775,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=170 (Mid),255,0,0,255,170,255,191,127,170,Mid,orange,warm,warm
776,R=255 (Full) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=255 (Full),255,0,0,255,255,255,223,127,255,Full,orange,warm,warm
785,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),255,0,85,170,0,255,85,170,170,Mid,red,warm,warm
786,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),255,0,85,170,85,255,116,170,170,Mid,red,warm,warm
787,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),255,0,85,170,170,255,148,170,170,Mid,red,warm,warm
788,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),255,0,85,170,255,255,180,170,170,Mid,red,warm,warm
789,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=0 (Off),255,0,85,255,0,255,127,212,170,Mid,magenta,cool,neutral
790,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),255,0,85,255,85,255,159,212,170,Mid,magenta,cool,neutral
791,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),255,0,85,255,170,255,191,212,255,Full,pastel magenta,cool,neutral
792,R=255 (Full) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=255 (Full),255,0,85,255,255,255,223,212,255,Full,pastel magenta,cool,neutral
801,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),255,0,170,170,0,255,85,255,170,Mid,magenta,cool,neutral
802,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),255,0,170,170,85,255,116,255,170,Mid,magenta,cool,neutral
803,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),255,0,170,170,170,255,148,255,170,Mid,magenta,cool,neutral
804,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),255,0,170,170,255,255,180,255,170,Mid,pastel magenta,cool,neutral
805,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=0 (Off),255,0,170,255,0,255,127,255,170,Mid,magenta,cool,neutral
806,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),255,0,170,255,85,255,159,255,170,Mid,magenta,cool,neutral
807,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),255,0,170,255,170,255,191,255,255,Full,pastel magenta,cool,neutral
808,R=255 (Full) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=255 (Full),255,0,170,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
813,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=85 (Dim) + A=0 (Off),255,0,255,85,0,255,42,255,170,Mid,magenta,cool,neutral
814,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),255,0,255,85,85,255,74,255,170,Mid,magenta,cool,neutral
815,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),255,0,255,85,170,255,106,255,170,Mid,magenta,cool,neutral
816,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=85 (Dim) + A=255 (Full),255,0,255,85,255,255,138,255,170,Mid,magenta,cool,neutral
817,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=0 (Off),255,0,255,170,0,255,85,255,170,Mid,magenta,cool,neutral
818,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),255,0,255,170,85,255,116,255,170,Mid,magenta,cool,neutral
819,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),255,0,255,170,170,255,148,255,170,Mid,magenta,cool,neutral
820,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=255 (Full),255,0,255,170,255,255,180,255,170,Mid,pastel magenta,cool,neutral
821,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=0 (Off),255,0,255,255,0,255,127,255,170,Mid,magenta,cool,neutral
822,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=85 (Dim),255,0,255,255,85,255,159,255,170,Mid,magenta,cool,neutral
823,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=170 (Mid),255,0,255,255,170,255,191,255,255,Full,pastel magenta,cool,neutral
824,R=255 (Full) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=255 (Full),255,0,255,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
829,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=0 (Off),255,85,0,85,0,255,127,42,170,Mid,red-orange,warm,very-warm
830,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),255,85,0,85,85,255,159,42,170,Mid,red-orange,warm,very-warm
831,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),255,85,0,85,170,255,191,42,170,Mid,orange,warm,very-warm
832,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=255 (Full),255,85,0,85,255,255,223,42,170,Mid,orange,warm,very-warm
833,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=0 (Off),255,85,0,170,0,255,170,85,170,Mid,red-orange,warm,warm
834,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),255,85,0,170,85,255,201,85,170,Mid,orange,warm,warm
835,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),255,85,0,170,170,255,233,85,255,Full,orange,warm,warm
836,R=255 (Full) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=255 (Full),255,85,0,170,255,255,255,85,255,Full,yellow,warm,warm
841,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=0 (Off) + A=0 (Off),255,85,85,0,0,255,85,85,170,Mid,red,warm,warm
842,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),255,85,85,0,85,255,116,85,170,Mid,red,warm,warm
843,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),255,85,85,0,170,255,148,85,170,Mid,red-orange,warm,warm
844,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=0 (Off) + A=255 (Full),255,85,85,0,255,255,180,85,170,Mid,orange,warm,warm
845,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),255,85,85,85,0,255,127,127,170,Mid,red,warm,warm
846,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),255,85,85,85,85,255,159,127,170,Mid,red,warm,warm
847,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),255,85,85,85,170,255,191,127,170,Mid,orange,warm,warm
848,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),255,85,85,85,255,255,223,127,255,Full,orange,warm,warm
849,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),255,85,85,170,0,255,170,170,170,Mid,red,warm,warm
850,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),255,85,85,170,85,255,201,170,255,Full,red,warm,warm
851,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),255,85,85,170,170,255,233,170,255,Full,red,warm,warm
852,R=255 (Full) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),255,85,85,170,255,255,255,170,255,Full,yellow,warm,warm
857,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=0 (Off) + A=0 (Off),255,85,170,0,0,255,85,170,170,Mid,red,warm,warm
858,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=0 (Off) + A=85 (Dim),255,85,170,0,85,255,116,170,170,Mid,red,warm,warm
859,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=0 (Off) + A=170 (Mid),255,85,170,0,170,255,148,170,170,Mid,red,warm,warm
860,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=0 (Off) + A=255 (Full),255,85,170,0,255,255,180,170,170,Mid,red,warm,warm
861,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),255,85,170,85,0,255,127,212,170,Mid,magenta,cool,neutral
862,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),255,85,170,85,85,255,159,212,170,Mid,magenta,cool,neutral
863,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),255,85,170,85,170,255,191,212,255,Full,pastel magenta,cool,neutral
864,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),255,85,170,85,255,255,223,212,255,Full,pastel magenta,cool,neutral
865,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),255,85,170,170,0,255,170,255,170,Mid,magenta,cool,neutral
866,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),255,85,170,170,85,255,201,255,255,Full,pastel magenta,cool,neutral
867,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),255,85,170,170,170,255,233,255,255,Full,white,neutral,neutral
868,R=255 (Full) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),255,85,170,170,255,255,255,255,255,Full,white,neutral,neutral
873,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=0 (Off),255,85,255,0,0,255,85,255,170,Mid,magenta,cool,neutral
874,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=85 (Dim),255,85,255,0,85,255,116,255,170,Mid,magenta,cool,neutral
875,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=170 (Mid),255,85,255,0,170,255,148,255,170,Mid,magenta,cool,neutral
876,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=255 (Full),255,85,255,0,255,255,180,255,170,Mid,pastel magenta,cool,neutral
877,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=0 (Off),255,85,255,85,0,255,127,255,170,Mid,magenta,cool,neutral
878,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),255,85,255,85,85,255,159,255,170,Mid,magenta,cool,neutral
879,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),255,85,255,85,170,255,191,255,255,Full,pastel magenta,cool,neutral
880,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=255 (Full),255,85,255,85,255,255,223,255,255,Full,pastel magenta,cool,neutral
881,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=0 (Off),255,85,255,170,0,255,170,255,170,Mid,magenta,cool,neutral
882,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),255,85,255,170,85,255,201,255,255,Full,pastel magenta,cool,neutral
883,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),255,85,255,170,170,255,233,255,255,Full,white,neutral,neutral
884,R=255 (Full) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=255 (Full),255,85,255,170,255,255,255,255,255,Full,white,neutral,neutral
889,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=0 (Off),255,170,0,0,0,255,170,0,170,Mid,red-orange,warm,very-warm
890,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=85 (Dim),255,170,0,0,85,255,201,0,170,Mid,orange,warm,very-warm
891,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=170 (Mid),255,170,0,0,170,255,233,0,255,Full,orange,warm,very-warm
892,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=255 (Full),255,170,0,0,255,255,255,0,255,Full,yellow,warm,very-warm
893,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=0 (Off),255,170,0,85,0,255,212,42,170,Mid,orange,warm,very-warm
894,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),255,170,0,85,85,255,244,42,255,Full,orange,warm,very-warm
895,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),255,170,0,85,170,255,255,42,255,Full,yellow,warm,very-warm
896,R=255 (Full) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=255 (Full),255,170,0,85,255,255,255,42,255,Full,yellow,warm,very-warm
905,R=255 (Full) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=0 (Off),255,170,85,0,0,255,170,85,170,Mid,red-orange,warm,warm
906,R=255 (Full) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),255,170,85,0,85,255,201,85,170,Mid,orange,warm,warm
907,R=255 (Full) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),255,170,85,0,170,255,233,85,255,Full,orange,warm,warm
908,R=255 (Full) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=255 (Full),255,170,85,0,255,255,255,85,255,Full,yellow,warm,warm
921,R=255 (Full) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=0 (Off),255,170,170,0,0,255,170,170,170,Mid,red,warm,warm
922,R=255 (Full) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=85 (Dim),255,170,170,0,85,255,201,170,255,Full,red,warm,warm
923,R=255 (Full) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=170 (Mid),255,170,170,0,170,255,233,170,255,Full,red,warm,warm
924,R=255 (Full) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=255 (Full),255,170,170,0,255,255,255,170,255,Full,yellow,warm,warm
937,R=255 (Full) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=0 (Off),255,170,255,0,0,255,170,255,170,Mid,magenta,cool,neutral
938,R=255 (Full) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=85 (Dim),255,170,255,0,85,255,201,255,255,Full,pastel magenta,cool,neutral
939,R=255 (Full) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=170 (Mid),255,170,255,0,170,255,233,255,255,Full,white,neutral,neutral
940,R=255 (Full) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=255 (Full),255,170,255,0,255,255,255,255,255,Full,white,neutral,neutral
167,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=0 (Off),0,170,170,255,0,127,255,255,255,Full,cyan,cool,cool
168,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),0,170,170,255,85,170,255,255,255,Full,cyan,cool,cool
169,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),0,170,170,255,170,212,255,255,255,Full,pastel cyan,cool,neutral
170,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=255 (Full),0,170,170,255,255,255,255,255,255,Full,white,neutral,neutral
183,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=0 (Off),0,170,255,255,0,127,255,255,255,Full,cyan,cool,cool
184,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=85 (Dim),0,170,255,255,85,170,255,255,255,Full,cyan,cool,cool
185,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=170 (Mid),0,170,255,255,170,212,255,255,255,Full,pastel cyan,cool,neutral
186,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=255 (Full),0,170,255,255,255,255,255,255,255,Full,white,neutral,neutral
231,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=255 (Full) + A=0 (Off),0,255,170,255,0,127,255,255,255,Full,cyan,cool,cool
232,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),0,255,170,255,85,170,255,255,255,Full,cyan,cool,cool
233,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),0,255,170,255,170,212,255,255,255,Full,pastel cyan,cool,neutral
234,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=255 (Full) + A=255 (Full),0,255,170,255,255,255,255,255,255,Full,white,neutral,neutral
247,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=255 (Full) + A=0 (Off),0,255,255,255,0,127,255,255,255,Full,cyan,cool,cool
248,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=255 (Full) + A=85 (Dim),0,255,255,255,85,170,255,255,255,Full,cyan,cool,cool
249,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=255 (Full) + A=170 (Mid),0,255,255,255,170,212,255,255,255,Full,pastel cyan,cool,neutral
250,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=255 (Full) + A=255 (Full),0,255,255,255,255,255,255,255,255,Full,white,neutral,neutral
341,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=0 (Off),85,85,85,255,0,212,212,212,255,Full,white,neutral,neutral
342,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),85,85,85,255,85,255,244,212,255,Full,pastel magenta,cool,neutral
343,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),85,85,85,255,170,255,255,212,255,Full,pastel yellow,warm,neutral
344,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=255 (Full),85,85,85,255,255,255,255,212,255,Full,pastel yellow,warm,neutral
357,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=0 (Off),85,85,170,255,0,212,212,255,255,Full,pastel cyan,cool,neutral
358,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),85,85,170,255,85,255,244,255,255,Full,white,neutral,neutral
359,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),85,85,170,255,170,255,255,255,255,Full,white,neutral,neutral
360,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=255 (Full),85,85,170,255,255,255,255,255,255,Full,white,neutral,neutral
373,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=0 (Off),85,85,255,255,0,212,212,255,255,Full,pastel cyan,cool,neutral
374,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=85 (Dim),85,85,255,255,85,255,244,255,255,Full,white,neutral,neutral
375,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=170 (Mid),85,85,255,255,170,255,255,255,255,Full,white,neutral,neutral
376,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=255 (Full),85,85,255,255,255,255,255,255,255,Full,white,neutral,neutral
389,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=0 (Off),85,170,0,255,0,212,255,127,255,Full,yellow-green,warm,warm
390,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=85 (Dim),85,170,0,255,85,255,255,127,255,Full,yellow,warm,warm
391,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=170 (Mid),85,170,0,255,170,255,255,127,255,Full,yellow,warm,warm
392,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=255 (Full),85,170,0,255,255,255,255,127,255,Full,yellow,warm,warm
401,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),85,170,85,170,0,170,255,170,255,Full,green,cool,neutral
402,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),85,170,85,170,85,212,255,170,255,Full,green,cool,neutral
403,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),85,170,85,170,170,255,255,170,255,Full,yellow,warm,warm
404,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),85,170,85,170,255,255,255,170,255,Full,yellow,warm,warm
405,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=0 (Off),85,170,85,255,0,212,255,212,255,Full,pastel teal,cool,neutral
406,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),85,170,85,255,85,255,255,212,255,Full,pastel yellow,warm,neutral
407,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),85,170,85,255,170,255,255,212,255,Full,pastel yellow,warm,neutral
408,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=255 (Full),85,170,85,255,255,255,255,212,255,Full,pastel yellow,warm,neutral
417,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),85,170,170,170,0,170,255,255,255,Full,cyan,cool,cool
418,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),85,170,170,170,85,212,255,255,255,Full,pastel cyan,cool,neutral
419,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),85,170,170,170,170,255,255,255,255,Full,white,neutral,neutral
420,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),85,170,170,170,255,255,255,255,255,Full,white,neutral,neutral
421,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=0 (Off),85,170,170,255,0,212,255,255,255,Full,pastel cyan,cool,neutral
422,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),85,170,170,255,85,255,255,255,255,Full,white,neutral,neutral
423,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),85,170,170,255,170,255,255,255,255,Full,white,neutral,neutral
424,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=255 (Full) + A=255 (Full),85,170,170,255,255,255,255,255,255,Full,white,neutral,neutral
433,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=0 (Off),85,170,255,170,0,170,255,255,255,Full,cyan,cool,cool
434,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),85,170,255,170,85,212,255,255,255,Full,pastel cyan,cool,neutral
435,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),85,170,255,170,170,255,255,255,255,Full,white,neutral,neutral
436,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=255 (Full),85,170,255,170,255,255,255,255,255,Full,white,neutral,neutral
437,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=0 (Off),85,170,255,255,0,212,255,255,255,Full,pastel cyan,cool,neutral
438,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=85 (Dim),85,170,255,255,85,255,255,255,255,Full,white,neutral,neutral
439,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=255 (Full) + A=170 (Mid),85,170,255,255,170,255,255,255,255,Full,white,neutral,neutral
